order_id,order_date,customer_id,region_code,market,category,channel,quantity,unit_price,discount_pct,order_amount,cogs
O-08160,2026-04-28,C-0572,EU,Southern Europe,Hardware,Partner,5,442.50,0.3500,1438.12,1792.70
O-08161,2026-04-28,C-0640,EU,DACH,Services,Direct,18,404.85,0.3500,4736.74,4795.92
O-08162,2026-04-28,C-0155,US,US East,Software,Partner,25,445.22,0.3457,7282.93,3273.00
O-08163,2026-04-28,C-0107,US,US Central,Software,Partner,76,635.16,0.3419,31767.37,13943.72
O-08164,2026-04-28,C-0373,US,US West,Software,Partner,87,187.04,0.3500,10577.11,4864.17
O-08165,2026-04-28,C-0018,EU,DACH,Support & CS,Partner,4,1411.06,0.3500,3668.76,3209.84
O-08166,2026-04-28,C-0519,US,US East,Hardware,Partner,8,1588.35,0.3487,8276.26,8056.88
O-08167,2026-04-28,C-0091,EU,DACH,Software,Partner,64,466.92,0.3500,19423.87,9361.28
O-08168,2026-04-28,C-0182,EU,UK & Ireland,Support & CS,Direct,7,1371.38,0.3500,6239.78,5722.36
O-08169,2026-04-28,C-0527,US,US West,Hardware,Online,15,3768.40,0.2702,41252.82,36291.30
O-08170,2026-04-28,C-0683,US,US East,Hardware,Online,9,4020.72,0.2480,27213.41,23198.58
O-08171,2026-04-28,C-0379,APAC,Greater China,Hardware,Online,1,4133.88,0.2508,3097.12,2640.20
O-08172,2026-04-28,C-0312,US,US West,Software,Partner,47,286.74,0.3500,8759.91,3905.23
O-08173,2026-04-28,C-0597,APAC,ANZ,Software,Partner,71,262.58,0.3361,12377.88,5472.68
O-08174,2026-04-28,C-0418,US,US West,Hardware,Partner,6,1355.12,0.3328,5424.54,5213.22
O-08175,2026-04-28,C-0210,EU,Southern Europe,Software,Partner,88,95.40,0.3500,5456.88,2625.04
O-08176,2026-04-29,C-0386,US,US East,Hardware,Partner,3,785.68,0.3500,1532.08,1529.85
O-08177,2026-04-29,C-0282,APAC,Southeast Asia,Support & CS,Online,10,1901.66,0.2691,13898.28,10265.40
O-08178,2026-04-29,C-0708,EU,DACH,Software,Online,89,519.40,0.2881,32909.50,13991.69
O-08179,2026-04-29,C-0197,EU,Southern Europe,Hardware,Partner,6,3162.90,0.3500,12335.31,14554.50
O-08180,2026-04-29,C-0134,EU,UK & Ireland,Hardware,Online,6,1733.79,0.3030,7251.08,8232.36
O-08181,2026-04-29,C-0255,EU,UK & Ireland,Hardware,Partner,11,2881.72,0.3500,20604.30,24309.67
O-08182,2026-04-29,C-0053,APAC,Japan,Services,Direct,14,513.82,0.3500,4675.76,4312.84
O-08183,2026-04-29,C-0230,US,US East,Software,Partner,79,797.76,0.3500,40964.98,17917.20
O-08184,2026-04-29,C-0082,EU,Southern Europe,Software,Direct,36,680.74,0.3500,15929.32,7330.32
O-08185,2026-04-29,C-0105,APAC,Greater China,Services,Partner,2,536.13,0.3395,708.28,664.92
O-08186,2026-04-29,C-0039,US,US West,Hardware,Partner,5,3518.26,0.3344,11708.73,11399.75
O-08187,2026-04-29,C-0324,US,US Central,Software,Partner,115,366.90,0.3500,27425.78,12204.95
O-08188,2026-04-29,C-0083,US,US Central,Hardware,Partner,17,2673.93,0.3500,29546.93,29581.36
O-08189,2026-04-29,C-0189,APAC,ANZ,Hardware,Direct,16,1112.67,0.3500,11571.77,11319.04
O-08190,2026-04-30,C-0776,EU,Southern Europe,Support & CS,Partner,9,727.61,0.3500,4256.52,3751.29
O-08191,2026-04-30,C-0437,US,US West,Software,Partner,15,721.34,0.3500,7033.07,3069.60
O-08192,2026-04-30,C-0745,APAC,Southeast Asia,Software,Direct,14,460.53,0.3500,4190.82,1865.92
O-08193,2026-04-30,C-0432,APAC,ANZ,Hardware,Online,13,664.58,0.2737,6274.99,5599.62
O-08194,2026-04-30,C-0021,EU,DACH,Hardware,Partner,17,3807.82,0.3500,42076.41,50751.29
O-08195,2026-04-30,C-0384,US,US West,Software,Direct,9,677.36,0.3500,3962.56,1764.63
O-08196,2026-04-30,C-0626,EU,DACH,Services,Direct,5,236.12,0.3500,767.39,771.75
O-08197,2026-04-30,C-0715,EU,UK & Ireland,Hardware,Partner,12,374.05,0.3500,2917.59,3609.12
O-08198,2026-04-30,C-0300,US,US West,Services,Partner,37,439.30,0.3398,10730.73,9490.13
O-08199,2026-04-30,C-0793,US,US East,Software,Partner,21,644.18,0.3352,8993.79,3907.47
O-08200,2026-04-30,C-0692,US,US East,Software,Direct,24,602.43,0.3500,9397.91,4239.36
O-08201,2026-04-30,C-0352,US,US West,Software,Partner,116,461.26,0.3458,35005.26,15504.56
O-08202,2026-04-30,C-0496,EU,Benelux & Nordics,Hardware,Partner,13,2473.22,0.3500,20898.71,25048.79
O-08203,2026-04-30,C-0788,EU,UK & Ireland,Software,Direct,33,381.15,0.3500,8175.67,3762.99
O-08204,2026-04-30,C-0546,EU,Southern Europe,Hardware,Direct,4,397.86,0.3500,1034.44,1266.84
O-08205,2026-04-30,C-0097,APAC,ANZ,Services,Partner,23,511.60,0.3500,7648.42,7323.89
O-08206,2026-04-30,C-0233,EU,DACH,Software,Direct,102,240.86,0.3500,15969.02,7704.06
O-08207,2026-04-30,C-0519,US,US East,Services,Partner,38,494.46,0.3500,12213.16,10971.74
O-08208,2026-04-30,C-0491,US,US East,Services,Partner,44,450.41,0.3500,12881.73,12202.08
O-08209,2026-04-30,C-0061,US,US Central,Software,Direct,31,760.10,0.3500,15316.02,6852.55
O-08210,2026-04-30,C-0469,EU,UK & Ireland,Hardware,Direct,4,2090.42,0.3500,5435.09,6477.00
O-08211,2026-04-30,C-0230,US,US East,Services,Direct,12,464.88,0.3500,3626.06,3437.04
O-08212,2026-04-30,C-0636,APAC,Japan,Software,Partner,83,872.25,0.3436,47521.81,21071.21
O-08213,2026-04-30,C-0070,US,US West,Hardware,Partner,5,2818.77,0.3500,9161.00,9061.55
O-08214,2026-04-30,C-0249,EU,DACH,Hardware,Partner,12,1276.51,0.3500,9956.78,12375.72
O-08215,2026-04-30,C-0742,US,US Central,Software,Partner,70,590.64,0.3406,27264.66,11879.00
O-08216,2026-04-30,C-0158,US,US West,Software,Direct,116,150.13,0.3500,11319.80,4921.88
O-08217,2026-04-30,C-0224,US,US West,Software,Partner,25,667.59,0.3358,11085.32,4797.50
O-08218,2026-04-30,C-0684,US,US East,Hardware,Direct,2,3937.32,0.3500,5118.52,4941.46
O-08219,2026-04-30,C-0545,EU,Southern Europe,Services,Direct,3,267.73,0.3500,522.07,549.75
O-08220,2026-04-30,C-0755,EU,Benelux & Nordics,Hardware,Partner,6,828.68,0.3500,3231.85,3913.56
O-08221,2026-05-01,C-0182,EU,UK & Ireland,Software,Partner,93,646.95,0.3500,39108.13,18596.28
O-08222,2026-05-01,C-0344,EU,UK & Ireland,Support & CS,Direct,6,1092.97,0.3500,4262.58,3845.10
O-08223,2026-05-01,C-0795,EU,DACH,Hardware,Partner,11,411.12,0.3500,2939.51,3606.24
O-08224,2026-05-01,C-0496,EU,Benelux & Nordics,Hardware,Online,14,2464.96,0.2969,24262.30,27266.96
O-08225,2026-05-01,C-0409,US,US East,Support & CS,Partner,8,1090.03,0.3500,5668.16,4597.44
O-08226,2026-05-01,C-0182,EU,UK & Ireland,Software,Partner,99,690.46,0.3500,44431.10,20422.71
O-08227,2026-05-01,C-0738,EU,DACH,Services,Direct,36,395.62,0.3500,9257.51,9282.96
O-08228,2026-05-01,C-0441,US,US East,Software,Direct,79,86.19,0.3500,4425.86,1978.95
O-08229,2026-05-01,C-0362,US,US East,Software,Partner,118,713.97,0.3500,54761.50,24794.16
O-08230,2026-05-01,C-0267,US,US East,Support & CS,Partner,12,1216.68,0.3500,9490.10,8001.84
O-08231,2026-05-01,C-0655,EU,DACH,Software,Direct,100,420.50,0.3500,27332.50,12565.00
O-08232,2026-05-01,C-0223,EU,DACH,Hardware,Online,9,2102.55,0.3132,12995.58,15252.30
O-08233,2026-05-01,C-0526,US,US West,Services,Partner,43,365.55,0.3500,10217.12,9488.81
O-08234,2026-05-01,C-0372,US,US East,Services,Direct,15,526.24,0.3500,5130.84,4680.75
O-08235,2026-05-01,C-0699,US,US Central,Software,Partner,107,343.42,0.3500,23884.86,10556.62
O-08236,2026-05-01,C-0291,EU,UK & Ireland,Hardware,Partner,17,1558.11,0.3500,17217.12,21272.95
O-08237,2026-05-01,C-0252,EU,Southern Europe,Hardware,Partner,6,3556.88,0.3500,13871.83,16870.62
O-08238,2026-05-01,C-0629,US,US East,Software,Direct,105,701.76,0.3500,47895.12,21778.05
O-08239,2026-05-01,C-0197,EU,Southern Europe,Hardware,Direct,12,579.78,0.3500,4522.28,5615.28
O-08240,2026-05-01,C-0398,EU,DACH,Services,Partner,30,638.49,0.3500,12450.56,12769.20
O-08241,2026-05-01,C-0159,EU,Southern Europe,Hardware,Partner,17,2010.06,0.3500,22211.16,26893.15
O-08242,2026-05-01,C-0716,APAC,Southeast Asia,Services,Partner,10,532.48,0.3500,3461.12,3346.00
O-08243,2026-05-01,C-0563,EU,UK & Ireland,Services,Partner,3,593.72,0.3500,1157.75,1219.35
O-08244,2026-05-01,C-0587,EU,UK & Ireland,Software,Partner,32,440.64,0.3500,9165.31,4361.28
O-08245,2026-05-01,C-0109,US,US East,Hardware,Partner,18,1738.80,0.3460,20469.78,19885.32
O-08246,2026-05-01,C-0371,EU,Benelux & Nordics,Hardware,Partner,17,1480.90,0.3500,16363.95,19589.27
O-08247,2026-05-01,C-0360,EU,DACH,Hardware,Partner,8,2206.80,0.3500,11475.36,14326.16
O-08248,2026-05-02,C-0038,US,US West,Software,Online,28,184.54,0.2627,3809.90,1462.16
O-08249,2026-05-02,C-0754,EU,DACH,Services,Partner,14,193.36,0.3500,1759.58,1810.06
O-08250,2026-05-02,C-0798,EU,Southern Europe,Support & CS,Partner,6,1081.51,0.3500,4217.89,3837.90
O-08251,2026-05-02,C-0327,EU,Benelux & Nordics,Hardware,Direct,7,1006.17,0.3500,4578.07,5634.30
O-08252,2026-05-02,C-0588,EU,DACH,Software,Partner,90,162.79,0.3500,9523.22,4527.00
O-08253,2026-05-02,C-0700,EU,UK & Ireland,Software,Partner,70,781.11,0.3500,35540.51,16625.70
O-08254,2026-05-02,C-0066,EU,DACH,Hardware,Direct,3,560.57,0.3500,1093.11,1341.33
O-08255,2026-05-02,C-0397,US,US East,Software,Partner,25,210.19,0.3500,3415.59,1545.25
O-08256,2026-05-02,C-0279,US,US East,Hardware,Partner,3,712.52,0.3500,1389.41,1385.28
O-08257,2026-05-02,C-0700,EU,UK & Ireland,Software,Partner,41,527.76,0.3500,14064.80,6840.03
O-08258,2026-05-02,C-0755,EU,Benelux & Nordics,Services,Partner,2,352.19,0.3500,457.85,475.48
O-08259,2026-05-02,C-0761,US,US West,Software,Online,24,418.61,0.2584,7450.49,3010.32
O-08260,2026-05-02,C-0766,EU,DACH,Hardware,Partner,10,769.10,0.3500,4999.15,5981.60
O-08261,2026-05-02,C-0364,EU,DACH,Hardware,Online,18,2711.55,0.2916,34577.13,38374.56
O-08262,2026-05-02,C-0690,US,US Central,Software,Partner,84,537.03,0.3500,29321.84,13198.08
O-08263,2026-05-02,C-0560,EU,UK & Ireland,Hardware,Online,9,2172.79,0.2776,14127.45,15785.37
O-08264,2026-05-02,C-0727,EU,UK & Ireland,Software,Partner,57,218.51,0.3500,8095.80,3918.18
O-08265,2026-05-02,C-0479,US,US West,Services,Online,39,502.78,0.2595,14519.26,11806.47
O-08266,2026-05-02,C-0064,EU,UK & Ireland,Software,Direct,30,396.50,0.3500,7731.75,3573.60
O-08267,2026-05-02,C-0258,EU,UK & Ireland,Software,Direct,119,131.47,0.3500,10169.20,4725.49
O-08268,2026-05-02,C-0473,EU,Southern Europe,Support & CS,Direct,1,1382.52,0.3500,898.64,791.89
O-08269,2026-05-02,C-0673,US,US West,Services,Direct,6,632.53,0.3500,2466.87,2261.76
O-08270,2026-05-02,C-0676,APAC,ANZ,Services,Partner,39,429.51,0.3500,10888.08,10149.75
O-08271,2026-05-02,C-0129,US,US Central,Services,Online,33,587.76,0.2306,14923.37,11366.19
O-08272,2026-05-02,C-0401,US,US East,Software,Partner,80,95.75,0.3500,4979.00,2252.00
O-08273,2026-05-02,C-0146,US,US West,Software,Direct,95,89.04,0.3500,5498.22,2397.80
O-08274,2026-05-02,C-0068,EU,UK & Ireland,Hardware,Partner,7,857.03,0.3500,3899.49,4834.83
O-08275,2026-05-02,C-0796,APAC,Southeast Asia,Services,Partner,21,234.81,0.3500,3205.16,2933.91
O-08276,2026-05-02,C-0125,EU,DACH,Services,Partner,29,413.01,0.3500,7785.24,8114.49
O-08277,2026-05-02,C-0409,US,US East,Software,Partner,102,241.19,0.3500,15990.90,6996.18
O-08278,2026-05-02,C-0789,APAC,Greater China,Software,Partner,30,149.69,0.3451,2940.86,1306.80
O-08279,2026-05-02,C-0346,EU,DACH,Hardware,Online,5,571.68,0.2735,2076.58,2277.65
O-08280,2026-05-02,C-0262,EU,DACH,Services,Partner,5,479.10,0.3500,1557.08,1591.30
O-08281,2026-05-03,C-0322,US,US Central,Software,Direct,20,237.81,0.3500,3091.53,1386.20
O-08282,2026-05-03,C-0061,US,US Central,Hardware,Partner,15,3291.78,0.3500,32094.86,31768.05
O-08283,2026-05-03,C-0328,US,US Central,Software,Partner,27,186.29,0.3334,3353.12,1505.79
O-08284,2026-05-03,C-0795,EU,DACH,Hardware,Online,16,2008.70,0.3082,22233.31,24846.56
O-08285,2026-05-03,C-0014,US,US West,Software,Partner,5,334.56,0.3453,1095.16,495.65
O-08286,2026-05-03,C-0269,EU,UK & Ireland,Hardware,Online,12,906.39,0.2739,7897.91,8771.64
O-08287,2026-05-03,C-0704,US,US West,Hardware,Online,5,1118.50,0.2316,4297.05,3488.95
O-08288,2026-05-03,C-0213,APAC,Southeast Asia,Software,Partner,44,121.56,0.3401,3529.62,1555.84
O-08289,2026-05-03,C-0793,US,US East,Support & CS,Partner,12,2128.59,0.3383,16901.24,13812.00
O-08290,2026-05-03,C-0594,EU,Benelux & Nordics,Software,Partner,11,650.91,0.3500,4654.01,2139.94
O-08291,2026-05-03,C-0705,APAC,Southeast Asia,Services,Partner,14,281.81,0.3500,2564.47,2361.10
O-08292,2026-05-03,C-0563,EU,UK & Ireland,Hardware,Direct,3,1948.82,0.3500,3800.20,4610.34
O-08293,2026-05-03,C-0258,EU,UK & Ireland,Services,Partner,44,245.97,0.3500,7034.74,7102.92
O-08294,2026-05-03,C-0391,EU,DACH,Hardware,Partner,15,3707.99,0.3500,36152.90,43143.60
O-08295,2026-05-03,C-0689,APAC,Japan,Support & CS,Online,5,1215.37,0.2318,4668.24,3223.50
O-08296,2026-05-03,C-0586,APAC,Southeast Asia,Services,Online,35,340.49,0.2393,9065.59,7163.10
O-08297,2026-05-03,C-0589,EU,DACH,Services,Direct,31,323.98,0.3500,6528.20,6552.78
O-08298,2026-05-03,C-0306,APAC,Japan,Support & CS,Direct,3,2268.87,0.3500,4424.30,3693.66
O-08299,2026-05-03,C-0440,EU,UK & Ireland,Software,Direct,31,598.20,0.3500,12053.73,5855.59
O-08300,2026-05-03,C-0152,EU,DACH,Hardware,Online,10,1133.04,0.3136,7777.60,9189.70
O-08301,2026-05-03,C-0325,US,US East,Hardware,Partner,14,2779.62,0.3500,25294.54,25654.30
O-08302,2026-05-03,C-0636,APAC,Japan,Software,Direct,30,105.29,0.3500,2053.16,930.60
O-08303,2026-05-03,C-0087,US,US West,Hardware,Direct,14,4049.44,0.3500,36849.90,35369.32
O-08304,2026-05-03,C-0787,US,US West,Hardware,Partner,11,1966.33,0.3500,14059.26,13668.16
O-08305,2026-05-03,C-0493,APAC,Japan,Software,Online,83,872.29,0.2747,52510.84,21932.75
O-08306,2026-05-03,C-0745,APAC,Southeast Asia,Hardware,Partner,6,1851.05,0.3500,7219.09,7207.86
O-08307,2026-05-03,C-0125,EU,DACH,Hardware,Online,15,1971.86,0.3197,20121.91,23445.30
O-08308,2026-05-03,C-0693,EU,Southern Europe,Hardware,Partner,15,1904.11,0.3500,18565.07,22568.10
O-08309,2026-05-03,C-0437,US,US West,Support & CS,Online,8,1160.44,0.2460,6999.31,4973.28
O-08310,2026-05-03,C-0168,US,US Central,Hardware,Direct,10,3693.63,0.3500,24008.60,24227.80
O-08311,2026-05-03,C-0432,APAC,ANZ,Software,Partner,50,219.76,0.3500,7142.20,3161.50
O-08312,2026-05-03,C-0377,EU,DACH,Hardware,Partner,16,3554.38,0.3500,36965.55,43864.80
O-08313,2026-05-03,C-0078,EU,UK & Ireland,Software,Online,33,73.16,0.2758,1748.47,729.63
O-08314,2026-05-03,C-0229,US,US West,Software,Partner,91,729.12,0.3435,43557.12,18938.92
O-08315,2026-05-03,C-0629,US,US East,Software,Direct,112,605.08,0.3500,44049.82,19654.88
O-08316,2026-05-04,C-0660,EU,Benelux & Nordics,Support & CS,Direct,12,1270.64,0.3500,9910.99,8685.24
O-08317,2026-05-04,C-0637,APAC,Greater China,Hardware,Online,12,1550.28,0.2561,13839.05,12115.08
O-08318,2026-05-04,C-0446,EU,Southern Europe,Hardware,Partner,7,2770.54,0.3500,12605.96,15401.47
O-08319,2026-05-04,C-0417,US,US West,Hardware,Partner,13,2764.93,0.3500,23363.66,23678.46
O-08320,2026-05-04,C-0132,US,US West,Hardware,Online,2,3009.83,0.2505,4511.82,3942.56
O-08321,2026-05-04,C-0564,EU,DACH,Services,Partner,14,506.46,0.3500,4608.79,4804.94
O-08322,2026-05-04,C-0228,APAC,Japan,Software,Direct,29,581.70,0.3500,10965.05,5010.33
O-08323,2026-05-04,C-0708,EU,DACH,Software,Direct,110,417.54,0.3500,29854.11,13791.80
O-08324,2026-05-04,C-0623,EU,UK & Ireland,Hardware,Partner,16,984.54,0.3500,10239.22,12700.96
O-08325,2026-05-04,C-0712,EU,Southern Europe,Support & CS,Online,1,1150.39,0.2860,821.37,674.57
O-08326,2026-05-04,C-0210,EU,Southern Europe,Services,Online,13,597.04,0.3058,5387.70,5069.35
O-08327,2026-05-04,C-0078,EU,UK & Ireland,Support & CS,Partner,3,678.50,0.3500,1323.08,1194.99
O-08328,2026-05-04,C-0617,APAC,ANZ,Software,Online,117,412.15,0.2732,35049.13,14589.90
O-08329,2026-05-04,C-0323,APAC,Southeast Asia,Hardware,Partner,17,3716.43,0.3500,41066.55,40607.73
O-08330,2026-05-04,C-0498,US,US East,Support & CS,Direct,4,259.25,0.3500,674.05,543.48
O-08331,2026-05-04,C-0320,US,US East,Software,Partner,90,376.92,0.3500,22049.82,9832.50
O-08332,2026-05-04,C-0569,EU,UK & Ireland,Software,Partner,55,664.80,0.3500,23766.60,11412.50
O-08333,2026-05-04,C-0584,EU,DACH,Hardware,Direct,3,1693.15,0.3500,3301.64,4089.69
O-08334,2026-05-04,C-0077,EU,UK & Ireland,Software,Partner,41,746.31,0.3500,19889.16,9519.79
O-08335,2026-05-04,C-0255,EU,UK & Ireland,Hardware,Partner,6,3274.03,0.3500,12768.72,15627.66
O-08336,2026-05-04,C-0649,EU,DACH,Hardware,Online,17,1314.44,0.2926,15807.10,17655.35
O-08337,2026-05-04,C-0714,US,US West,Hardware,Partner,9,1332.79,0.3500,7796.82,7841.16
O-08338,2026-05-04,C-0259,EU,Southern Europe,Hardware,Partner,16,3232.21,0.3500,33614.98,41201.44
O-08339,2026-05-04,C-0077,EU,UK & Ireland,Hardware,Partner,2,2522.68,0.3500,3279.48,4022.38
O-08340,2026-05-04,C-0555,APAC,Southeast Asia,Hardware,Direct,6,1881.55,0.3500,7338.05,7121.46
O-08341,2026-05-04,C-0235,EU,Southern Europe,Services,Partner,33,463.93,0.3500,9951.30,10165.65
O-08342,2026-05-04,C-0107,US,US Central,Services,Direct,45,494.84,0.3500,14474.07,13078.80
O-08343,2026-05-04,C-0468,EU,Southern Europe,Software,Direct,39,118.04,0.3500,2992.31,1432.47
O-08344,2026-05-04,C-0725,EU,Southern Europe,Hardware,Partner,16,495.26,0.3500,5150.70,6132.64
O-08345,2026-05-04,C-0708,EU,DACH,Software,Online,83,319.68,0.3083,18352.13,8007.84
O-08346,2026-05-04,C-0489,APAC,Greater China,Software,Direct,60,550.39,0.3500,21465.21,9489.00
O-08347,2026-05-05,C-0007,EU,Southern Europe,Hardware,Partner,9,397.00,0.3500,2322.45,2824.20
O-08348,2026-05-05,C-0105,APAC,Greater China,Support & CS,Partner,2,1014.51,0.3500,1318.86,1128.46
O-08349,2026-05-05,C-0295,US,US East,Hardware,Partner,11,2252.69,0.3500,16106.73,16317.73
O-08350,2026-05-05,C-0608,APAC,Greater China,Services,Direct,38,288.19,0.3500,7118.29,6578.18
O-08351,2026-05-05,C-0234,APAC,Japan,Hardware,Partner,12,2337.91,0.3500,18235.70,18130.68
O-08352,2026-05-05,C-0481,APAC,ANZ,Services,Online,31,368.83,0.2751,8287.81,6826.20
O-08353,2026-05-05,C-0282,APAC,Southeast Asia,Hardware,Partner,10,3985.35,0.3500,25904.78,25805.30
O-08354,2026-05-05,C-0355,APAC,Southeast Asia,Services,Direct,5,213.87,0.3500,695.08,655.80
O-08355,2026-05-05,C-0548,US,US Central,Software,Direct,104,520.31,0.3500,35172.96,15756.00
O-08356,2026-05-05,C-0626,EU,DACH,Software,Online,119,825.71,0.3074,68056.87,30712.71
O-08357,2026-05-05,C-0153,EU,DACH,Support & CS,Online,1,1265.98,0.2783,913.63,736.26
O-08358,2026-05-05,C-0082,EU,Southern Europe,Services,Online,36,541.24,0.2954,13728.02,12876.12
O-08359,2026-05-05,C-0228,APAC,Japan,Software,Direct,61,457.65,0.3500,18145.82,8463.14
O-08360,2026-05-05,C-0402,APAC,Greater China,Hardware,Online,3,3154.23,0.2778,6834.42,6285.78
O-08361,2026-05-05,C-0499,US,US West,Hardware,Partner,17,3021.57,0.3500,33388.35,32308.84
O-08362,2026-05-05,C-0682,APAC,Southeast Asia,Hardware,Partner,9,2768.07,0.3359,16545.03,15896.16
O-08363,2026-05-05,C-0653,APAC,Southeast Asia,Hardware,Partner,5,3823.03,0.3500,12424.85,12213.90
O-08364,2026-05-05,C-0168,US,US Central,Support & CS,Direct,7,1931.06,0.3500,8786.32,7254.52
O-08365,2026-05-05,C-0376,EU,DACH,Hardware,Direct,4,835.84,0.3500,2173.18,2587.12
O-08366,2026-05-05,C-0359,EU,DACH,Services,Partner,41,552.26,0.3500,14717.73,14778.45
O-08367,2026-05-05,C-0617,APAC,ANZ,Support & CS,Online,8,370.35,0.2492,2224.57,1624.32
O-08368,2026-05-05,C-0726,EU,DACH,Software,Direct,7,385.26,0.3500,1752.93,834.96
O-08369,2026-05-05,C-0465,EU,DACH,Support & CS,Partner,1,1822.42,0.3500,1184.57,1027.20
O-08370,2026-05-05,C-0500,US,US West,Software,Partner,59,626.37,0.3364,24523.28,10927.98
O-08371,2026-05-05,C-0066,EU,DACH,Services,Partner,33,443.13,0.3500,9505.14,9671.64
O-08372,2026-05-05,C-0542,US,US West,Software,Partner,15,326.57,0.3500,3184.06,1459.80
O-08373,2026-05-05,C-0177,APAC,Japan,Support & CS,Partner,8,1258.66,0.3500,6545.03,5407.12
O-08374,2026-05-05,C-0659,EU,Benelux & Nordics,Software,Partner,84,293.79,0.3500,16040.93,7480.20
O-08375,2026-05-05,C-0036,EU,DACH,Hardware,Partner,1,3136.85,0.3500,2038.95,2497.88
O-08376,2026-05-05,C-0091,EU,DACH,Software,Online,58,299.93,0.2986,12201.64,5255.38
O-08377,2026-05-05,C-0468,EU,Southern Europe,Hardware,Partner,12,4084.91,0.3500,31862.30,38727.96
O-08378,2026-05-05,C-0643,EU,DACH,Services,Partner,41,556.79,0.3500,14838.45,15680.04
O-08379,2026-05-06,C-0621,APAC,ANZ,Hardware,Partner,9,3312.03,0.3500,19375.38,19571.22
O-08380,2026-05-06,C-0432,APAC,ANZ,Software,Online,68,895.24,0.2333,46671.67,18251.88
O-08381,2026-05-06,C-0099,US,US East,Support & CS,Partner,5,893.23,0.3447,2926.77,2342.20
O-08382,2026-05-06,C-0134,EU,UK & Ireland,Software,Direct,94,673.58,0.3500,41155.74,19109.26
O-08383,2026-05-06,C-0520,APAC,ANZ,Support & CS,Partner,8,1011.52,0.3500,5259.90,4504.88
O-08384,2026-05-06,C-0512,EU,Benelux & Nordics,Support & CS,Direct,7,1745.20,0.3500,7940.66,7061.46
O-08385,2026-05-06,C-0055,EU,UK & Ireland,Hardware,Direct,18,3769.70,0.3500,44105.49,52415.82
O-08386,2026-05-06,C-0755,EU,Benelux & Nordics,Hardware,Partner,2,3482.77,0.3500,4527.60,5380.48
O-08387,2026-05-06,C-0215,APAC,Japan,Software,Partner,76,343.94,0.3493,17009.02,7565.80
O-08388,2026-05-06,C-0091,EU,DACH,Software,Direct,27,545.39,0.3500,9571.59,4490.37
O-08389,2026-05-06,C-0182,EU,UK & Ireland,Hardware,Partner,17,708.64,0.3500,7830.47,9773.98
O-08390,2026-05-06,C-0345,EU,UK & Ireland,Hardware,Direct,18,3837.11,0.3500,44894.19,55957.68
O-08391,2026-05-06,C-0145,US,US East,Services,Online,11,133.53,0.2480,1104.57,882.97
O-08392,2026-05-06,C-0132,US,US West,Software,Partner,41,682.36,0.3348,18610.37,8284.05
O-08393,2026-05-06,C-0098,EU,DACH,Support & CS,Partner,6,718.26,0.3500,2801.21,2516.58
O-08394,2026-05-06,C-0534,EU,UK & Ireland,Software,Partner,81,543.60,0.3500,28620.54,13405.50
O-08395,2026-05-06,C-0371,EU,Benelux & Nordics,Services,Partner,9,642.80,0.3500,3760.38,3908.34
O-08396,2026-05-06,C-0755,EU,Benelux & Nordics,Software,Online,9,852.81,0.2889,5457.55,2362.68
O-08397,2026-05-06,C-0651,US,US Central,Hardware,Partner,1,3594.54,0.3462,2349.94,2293.14
O-08398,2026-05-06,C-0142,US,US East,Software,Partner,15,646.17,0.3346,6449.76,2801.40
O-08399,2026-05-06,C-0295,US,US East,Hardware,Partner,5,436.32,0.3500,1418.04,1372.20
O-08400,2026-05-06,C-0740,APAC,ANZ,Software,Direct,55,207.89,0.3500,7432.07,3366.55
O-08401,2026-05-06,C-0018,EU,DACH,Hardware,Partner,14,479.87,0.3500,4366.82,5413.10
O-08402,2026-05-06,C-0117,APAC,Southeast Asia,Services,Partner,44,302.46,0.3462,8701.49,8352.08
O-08403,2026-05-06,C-0134,EU,UK & Ireland,Software,Direct,83,753.44,0.3500,40648.09,19787.20
O-08404,2026-05-06,C-0729,US,US East,Hardware,Online,10,2241.46,0.2371,17100.99,14307.20
O-08405,2026-05-07,C-0219,EU,Benelux & Nordics,Software,Partner,97,225.93,0.3500,14244.89,6782.24
O-08406,2026-05-07,C-0562,US,US Central,Software,Direct,54,636.88,0.3500,22354.49,10251.36
O-08407,2026-05-07,C-0212,APAC,ANZ,Services,Online,38,590.53,0.2783,16195.23,13631.36
O-08408,2026-05-07,C-0693,EU,Southern Europe,Services,Partner,7,251.02,0.3500,1142.14,1138.69
O-08409,2026-05-07,C-0139,EU,UK & Ireland,Software,Partner,97,98.00,0.3500,6178.90,2898.36
O-08410,2026-05-07,C-0282,APAC,Southeast Asia,Hardware,Online,15,1739.82,0.2397,19840.62,17051.85
O-08411,2026-05-07,C-0077,EU,UK & Ireland,Support & CS,Partner,3,1373.50,0.3500,2678.33,2353.17
O-08412,2026-05-07,C-0639,EU,UK & Ireland,Services,Partner,19,239.06,0.3500,2952.39,3120.37
O-08413,2026-05-07,C-0267,US,US East,Software,Partner,74,359.94,0.3500,17313.11,7582.78
O-08414,2026-05-07,C-0489,APAC,Greater China,Hardware,Partner,2,3711.21,0.3500,4824.57,4759.28
O-08415,2026-05-07,C-0525,EU,Benelux & Nordics,Hardware,Online,11,3522.64,0.2927,27407.94,30016.91
